,author,updated_at,like_count,text,public
247,@commanderofdeadwood8933,2024-09-15T20:20:03Z,0,22:02 : Nguaworr Cik Sanz🥶🥶🥶🥶,True
248,@kokorobet19,2024-09-15T19:03:16Z,0,"Seru bangett gilaaaa 🔥🔥🔥 
Titip M series ke onic/rrq 🔥 NO EVOS,no troll m series",True
249,@indraalfamartindomart8562,2024-09-15T18:55:56Z,0,"4 kata lucu ""Diatas langit ada onic""",True
250,@rivaldg238,2024-09-15T18:24:00Z,0,WOKWOKWOKWOK,True
251,@hakimulahkam6513,2024-09-15T17:57:50Z,1,Gw suka kalo rrq menang tapi ga banyak gaya,True
252,@andripurnawan5478,2024-09-15T17:29:57Z,1,Sanz masih gtu aja 😌 masih blm respect sama player player baru😑😑😑,True
253,@MuhammadAlmizan-f6y,2024-09-15T17:01:00Z,0,Koo dii combek sii,True
254,@caayaummil,2024-09-15T14:00:54Z,7,Gila masuk sutsujin langsung rombak tim dan hasilnya langsung keliatan wkwkwkw,True
255,@Palestina-n2s,2024-09-15T13:44:00Z,0,20:52 gilee gile sutsujinnn,True
256,@antimx1649,2024-09-15T13:14:33Z,0,mana katanya mau balas dendam 😂,True
257,@fiankajane,2024-09-15T13:07:03Z,0,gils sutsujin,True
258,@DarulAnwar-q3q,2024-09-15T12:44:53Z,0,Sutsuzin mengkeren ....apalagi pas tdi momen sekarat skil nya luar biasa,True
259,@robbyraw791,2024-09-15T12:37:21Z,0,Kairi esport wkwkwk,True
260,@robbyraw791,2024-09-15T12:33:52Z,0,Cw cawet wkkkw gnti cw gnti cw,True
261,@AkongAlif,2024-09-15T12:16:35Z,0,Onic sekarang pokus war dankill bukan untuk victory,True
262,@NagaswaraHago,2024-09-15T12:13:31Z,0,"Rezzz gaguna sumpah last moment yg bener² maksa, gua pantau ini anak cuman jadi tumbal buta di FNOC😂",True
263,@asuyuti-pi7fh,2024-09-15T12:07:23Z,4,Sutsujin emang ngeri... di RRQ bukan cuma Skylar yg jago tapi rata² team RRQ jago 👌🏻,True
264,@aldenarf1221,2024-09-15T11:58:07Z,0,Keren banget asli.. apa lagi yang menang king RRQ😜,True
265,@Kimmoura69,2024-09-15T11:56:36Z,0,jagoan gatot gua wkwk,True
266,@sandorafrijal9040,2024-09-15T11:50:18Z,0,Gilakk sutsujin,True
267,@DeaTH-u5i,2024-09-15T11:36:56Z,0,"😂😂😂 , gk mau lngsung end pas dh ngambil 3 4 org 😂",True
268,@ridhoafalak7096,2024-09-15T11:35:51Z,0,rrq itu apa,True
269,@useppamumgkas8139,2024-09-15T11:33:35Z,0,Xp onic beban su,True
270,@ArmanArman-y2g,2024-09-15T11:27:20Z,0,Rrq tanpa adnya Albert lemah,True
271,@DerryRaja-666,2024-09-15T11:21:12Z,0,Ekspektasi mau ngalahin tapi malah dikalahin hha boy boy 😂,True
272,@ndahkawaii,2024-09-15T11:20:37Z,0,"5 kata lucu 
""setakut itukah sama fanny kairi""🗿",True
273,@GizranIslama-v6l,2024-09-15T11:09:57Z,0,kalian nyadar gak ada suara kentut pas waktu kil sanz mau end,True
274,@nenkiyanx706,2024-09-15T11:09:14Z,0,Ujin apa sihh ihhhh .. rrq kalian warbyazahhh,True
275,@santriamatir3078,2024-09-15T11:08:54Z,0,CW makin kya darksystem😂,True
276,@RiswanBoy-o3k,2024-09-15T11:08:08Z,0,Sutsujin keren banget,True
277,@Ardiasa45,2024-09-15T11:03:03Z,0,"Semoga bigetron dan rrq masuk final,biar bisa lihat di m series bosen lihat onic di m series",True
278,@tawonndasgaming5078,2024-09-15T10:57:47Z,0,gg,True
279,@amrinsavana7132,2024-09-15T10:56:38Z,0,Gilaaa game play sutsujin kelas banget😍👍🏻👍🏻👍🏻🔥🔥🔥,True
280,@ujangaceng8927,2024-09-15T10:51:30Z,0,"Sans blunder, udah tau sisa dia doang, malah terlalu maju, bukanya deff di base aj",True
281,@bayutristanto5005,2024-09-15T10:44:37Z,1,Masih ada satu alasan yaitu gaada buts ang ang ang ang,True
282,@jihanawaw1896,2024-09-15T10:29:24Z,0,Kalah skill habis cerita,True
283,@comfortproduction,2024-09-15T10:27:02Z,0,Ez,True
284,@RamdanSyahfari,2024-09-15T10:25:42Z,0,Menyala rrq sekarang,True
285,@DioTzy.,2024-09-15T09:59:23Z,0,Rrq 1 vs Fnoc 0🤘😛🤘,True
286,@adityakrisnadi839,2024-09-15T09:53:25Z,0,di obok2 sama skylar,True
287,@markisa5776,2024-09-15T09:51:02Z,0,Set jam main untuk kalah😂,True
288,@mustofa7205,2024-09-15T09:50:46Z,0,Skylar kayak pakito,True
289,@MOESLEM-z4l,2024-09-15T09:30:44Z,0,Berkat adanya sutsujin rrq bangkit dari keterpurukan,True
290,@teukuhafiz5736,2024-09-15T09:26:03Z,0,"Kairi masa mu sudah habis, ini sudah waktunya sutsujin",True
291,@abaykurniawan371,2024-09-15T09:15:09Z,0,fans onic langsung alibi. maklum gak ada butts. hahaha,True
292,@teukuhafiz5736,2024-09-15T09:14:40Z,0,Mahal skylar,True
293,@SyahrulLaiman-bf2ff,2024-09-15T09:08:18Z,0,sutsujin jungler 9k gila bngt game play ny,True
294,@Yelannnn_mywife,2024-09-15T09:04:51Z,0,16:37 war el tampan,True
295,@Yelannnn_mywife,2024-09-15T08:59:35Z,0,Match terbaik di mpl saat ini 🔥,True
296,@deryllsabara5180,2024-09-15T08:56:20Z,0,ling sujin sih ngeri gesitnya😂,True
297,@Abidin-v3o,2024-09-15T08:55:40Z,0,Boots  durian keluar langsung berbeda lagi... Bentar lagi jadi adi out wkwkw,True
298,@dianpakao8189,2024-09-15T08:46:20Z,1,Gua yakin di Indonesia fans paling banyak tetap RRQ mau di bawah klasemen mau di atas klasemen tetap paling banyak fans nya RRQ dari semua team .,True
299,@abaykurniawan371,2024-09-15T08:43:52Z,0,evos mana nih. hihi,True
300,@aksanansatsu7799,2024-09-15T08:37:10Z,0,"RRQ season ini ngeri bgt, mudah""an ttp improve dan bsa mempertahankan di season"" mendatang. #viva_RRQ",True
301,@Kaylanadifa-fm9zm,2024-09-15T08:31:46Z,0,Mogah onic memilih Arif buat hypernya hehehe,True
302,@Kaylanadifa-fm9zm,2024-09-15T08:31:10Z,0,Alberttt kecilku gooo,True
303,@dhellamaya8289,2024-09-15T08:18:00Z,0,Epic moment nya yang sisa jungle doang 😭🥹,True
304,@dhellamaya8289,2024-09-15T08:08:56Z,0,Satu satunya match yang gue ulang terus.,True
305,@sriatika6397,2024-09-15T08:06:27Z,0,"game pertama yg sangat"" berkelas 👍🏻",True
306,@xpdky,2024-09-15T07:49:26Z,0,dyrenn gw liat2 kenapa hemattttt bgt ultinya yah? bahkan baru pakai pas nyawanya setipis tisue,True
307,@ricoasakura1728,2024-09-15T07:46:45Z,0,Wow ❤,True
308,@xpdky,2024-09-15T07:43:12Z,0,GILAAAAA BEST MATCH SEASON INI!,True
309,@INTEXE.12GAMES,2024-09-15T07:41:08Z,0,"🔥🔥🔥 K I N G D O M
GO GO GO M6",True
310,@Younggenerationhiphop,2024-09-15T07:34:36Z,0,GILAAAAA,True
311,@nurulafida7500,2024-09-15T07:21:55Z,0,Gila sih tarik ulurnya RRQ pas war selalu bikin moment sedangkan kalo udah mode ganyang selalu menang war terus. GG RRQ,True
312,@EddySilvi,2024-09-15T07:21:06Z,0,Kairi panikan klok war di lort,True
313,@AdiSaputra-x3c,2024-09-15T07:18:33Z,0,"game setingan..... Lord nya di atas trs, menguntungkan rrq",True
314,@dendennasruloh5251,2024-09-15T07:17:59Z,0,CW BEBAN,True
315,@restuakbar1507,2024-09-15T07:13:42Z,0,Gila licin banget ling nya sutsujin😮,True
316,@gogonmrbeanindonesia3835,2024-09-15T07:06:55Z,1,Bengi ws delok live e.. Iki putar lg mpl indonesia ne(rrq menang og kwwk) gasss teruss,True
317,@nurulafida7500,2024-09-15T07:06:25Z,0,Kairi Dikasih tutor sutsujin maen roger objektif bukan cuma mukil😂,True
318,@fhxMagic,2024-09-15T07:06:15Z,1,Rezz mau jadi pahlawan makannya maju dulu 😂,True
319,@Uuuyazid,2024-09-15T07:03:16Z,0,GILA PAK PULUNG NAFAS GAK HABIS2 16:43 😂❤❤ 21:58  SUTSUJIN KENPE GAK RETRI YA😅 APA DIA TEGANG,True
320,@ffandya959,2024-09-15T06:55:26Z,0,"Skylar, and others : Lo ngamuk? Gue ladenin. Lu nge gas ? Gue ladenin",True
321,@GaleriFotoOnline,2024-09-15T06:46:27Z,0,Sutsujin ganas bgt dinrrq,True
322,@ZeizenFzxu,2024-09-15T06:44:52Z,0,GG RRQ,True
323,@khirinpamungkas2175,2024-09-15T06:43:45Z,0,Tren positif RRQ berlanjut😮,True
324,@varelfadilah5319,2024-09-15T06:40:17Z,0,Jir lagi nyari vid cewek murah,True
325,@pujiyasa6984,2024-09-15T06:33:12Z,0,16:37 gilaaaaaa,True
326,@Bless-bu2ts,2024-09-15T06:32:43Z,0,Lutfi aja lg jgn Rezz,True
327,@marnamaulana5638,2024-09-15T06:32:25Z,0,Banyakin recal” aja bang🫢,True
328,@Bless-bu2ts,2024-09-15T06:32:24Z,0,Ada apa dgn ONIC.  ?,True
329,@muhammadsultan7651,2024-09-15T06:24:40Z,1,"ultras seblak pada kemana ini, noh kairi udah maen😂",True
330,@mochammadazril1039,2024-09-15T06:21:39Z,0,Kata kiboy kalo kalah gak ada alasan,True
331,@adigameandfriend5443,2024-09-15T06:20:40Z,0,Onic knp gak bisa end game? Pdhl sdh dpt lord berkali2 😢,True
332,@takanomemihawk2102,2024-09-15T06:20:20Z,1,Gila sutsujin hari² improve terus,True
333,@chuhuonggbLBG,2024-09-15T06:17:48Z,0,⚡Jangan Lupa Manpir꧂GA RU DA HO KI,True
334,@phanquiAuc,2024-09-15T06:17:19Z,0,⚡Jangan Lupa Manpir꧂GA RU DA HO KI,True
335,@takanomemihawk2102,2024-09-15T06:17:15Z,0,Game paling seru season 14,True
336,@LươngTháiKim,2024-09-15T06:17:09Z,410,⚡GA RU DA HO KI꧂Berbagi50K,True
337,@quachlandLFE5,2024-09-15T06:17:03Z,0,⚡GA RU DA HO KI꧂Member baru pasti_jepe,True
338,@LoanĐồngEslinger,2024-09-15T06:17:02Z,0,⚡GA RU DA HO KI꧂TidakGacor_Modal_Kembali,True
339,@RandellThuyVan,2024-09-15T06:17:02Z,0,⚡GA RU DA HO KI꧂Berbagi50K,True
340,@HuynhDoanThanhh,2024-09-15T06:17:01Z,0,⚡GA RU DA HO KI꧂Member baru pasti_jepe,True
341,@FerildaAmaira,2024-09-15T06:16:58Z,0,Kelihatan banget cw kalah mekanik jauh dr Skylar. Jd ngandelik kairi doang. Klo rrq ada pelapis nya Skylar sumber damage nya,True
342,@DươngSĩTá,2024-09-15T06:16:57Z,0,⚡GA RU DA HO KI꧂TidakGacor_Modal_Kembali,True
343,@hackinggg7489,2024-09-15T06:08:44Z,0,.,True
344,@harapaninok4793,2024-09-15T06:08:25Z,0,kok jadi ngefans sama sutsujin njerr wibu parah lingnya,True
345,@alfanfathurrosi8899,2024-09-15T06:05:29Z,0,"rrq raja dari segala raja, onic raja dari langit 😅 ga ada kosakata lain apa ya wkwk",True
346,@KimTaemi-md2hn,2024-09-15T06:04:37Z,0,Mantap jungler keluaran KGE ni boss,True
347,@Santaibro17,2024-09-15T05:58:48Z,1,Match paling seru sejauh ini🔥🔥🔥,True
348,@jalananku,2024-09-15T05:57:53Z,0,"Lucu umat king badut 😂 nyuruh tim tetap kalem trus para fans fanatik pada ngehujat tim2 lain, kan sdm rendah",True
349,@babyshark_27,2024-09-15T05:56:49Z,0,Klo di liat2 si rezz ank baru gayanya udh tengil ya recal2 mulu pdahl maennya tolol,True
350,@aseprifaiyah8044,2024-09-15T05:48:14Z,0,REZZZZ YG RECALIN SUTSUZIN BEBANNN COOOOOOOOO,True
351,@TKYGGBANG,2024-09-15T05:47:53Z,0,Masuk trending cuy,True
352,@ffandya959,2024-09-15T05:47:31Z,0,mamam😂,True
353,@adeliagyra2253,2024-09-15T05:42:59Z,2,selalu di buat amaze sm move nya sutsujin,True
354,@danilwandira7567,2024-09-15T05:38:05Z,0,16:41 ngeri war nya,True
355,@DoniConot,2024-09-15T05:36:38Z,0,Sutsujin maen banget d game ini,True
356,@mrifkyEmeraldi,2024-09-15T05:34:57Z,0,Salut mental rinz .. siapapun lawanya dia PD,True
357,@Denmas12,2024-09-15T05:32:47Z,0,Bagus lah onic kalah biar rosternya pada nyadar ga ngerasa yg paling hebat,True
358,@yusufali5266,2024-09-15T05:32:41Z,0,bang ler🔥🔥🔥,True
359,@arjunapangestu6031,2024-09-15T05:22:03Z,0,Tuh udah kebukti kan siapa mm terbaik di indo antara skylar sama cw ygy 😂😂,True
360,@syahriramadhan533,2024-09-15T05:21:45Z,0,Onic tanpa buts bisa apa,True
361,@KINGAHMAD-l7l,2024-09-15T05:20:51Z,0,BUAT EVOS LEBIH STRONG LAGI DEH YA.... OIYA AGE TENDANG AJA GANTI YG LAIN... AGE SUMBER KEHANCURAN EVOS,True
362,@KINGAHMAD-l7l,2024-09-15T05:17:05Z,0,Wkwk muka sanz ancur 😂 kaya onic ancur ktmu rrq,True
363,@galihvanjavarudyadityan,2024-09-15T05:16:51Z,0,sanz kurang lama sih live streamingnya,True
364,@Ipd_Unknown,2024-09-15T05:13:25Z,0,"No debat ""gak ada RRQ gak rame"" 😂",True
365,@MFaiz_,2024-09-15T05:09:04Z,1,MFaiz,True
366,@EdySonn-d9g,2024-09-15T05:07:58Z,0,Skylar dan hyper jago banget,True
367,@aqshalfidie2529,2024-09-15T05:07:24Z,0,Besttt,True
368,@Candrawan-e4l,2024-09-15T05:06:22Z,0,RRG semangat terus Mainya ❤❤❤,True
369,@ganasSH17,2024-09-15T05:05:26Z,0,KiBOT🤪,True
370,@AnisaFadila-c3l,2024-09-15T05:02:29Z,0,Pertandingan yg paling ngeri gila cuma war rrq vs onic leg 2 gila bkin mrinding co,True
371,@fajrifajri7183,2024-09-15T04:59:06Z,3,sekarang udah gak ada alasan lagi buat fans fanatic onic karena kairi udah main😂😂,True
372,@Egin_Kenarok,2024-09-15T04:55:49Z,0,Teraharu panuta gw jago guiniiii,True
373,@murniati3227,2024-09-15T04:54:31Z,0,Maniac elit menang sulit,True
374,@murniati3227,2024-09-15T04:54:01Z,0,Katanya balas dendam,True
375,@Mbah_nunuk,2024-09-15T04:51:47Z,5,36:49 build dan emblem ling sutsujin,True
376,@anfafauzi7749,2024-09-15T04:51:00Z,0,kelasss top match mpl skarang sih ini,True
377,@BeatKarbu-hi9sd,2024-09-15T04:49:10Z,0,yang dimainin para player itu apaan sih?,True
378,@egikharismaputra9189,2024-09-15T04:44:21Z,0,Respect 2 tim the best,True
379,@komengkomeng7627,2024-09-15T04:43:25Z,0,Inalilahi wainailaihi rojiun...kami turut berdukacita atas meninggalnya onic kiboy & onic sanz...beliau meninggal karena frustasi..waktu shubuh Jam 5 beliau minum racun tikus😊😊lihat selengkapnya..,True
380,@maseko5696,2024-09-15T04:42:57Z,0,SANZ MONYED T0L0L,True
381,@yann1520,2024-09-15T04:39:35Z,0,anjeng walaupun telat tapi gilaa cyyy seruu banget ngem,True
382,@AnisaFadila-c3l,2024-09-15T04:37:06Z,0,Fns epos bilang kmren krna gk ada kairi leg 2 di kasih kairi ttpe mkan telor wkwkw mau alsan apa lagi,True
383,@K.I.N.N.G760,2024-09-15T04:29:11Z,0,Mana Suaranya yg milih RRQ,True
384,@mrfunnys4402,2024-09-15T04:28:16Z,0,"game 1 d ajarin cara bertahan 
game 2 d ajarin cara menyerang",True
385,@mrfunnys4402,2024-09-15T04:28:01Z,0,"game 1 d ajarin cara bertahan 
game 2 d ajarin cara menyerang",True
386,@serlina3169,2024-09-15T04:23:39Z,0,"GILAAAAAA  game apaan ini seru banget, huuuuu kelazzzzz",True
387,@candrawahyudi3522,2024-09-15T04:22:39Z,0,Humorku sebatas 1 lagi 2024 by prof. KB 😂😂😂,True
388,@beardeddog8215,2024-09-15T04:21:38Z,0,15:07 gg 😂😂😂😂,True
389,@medicaltoday1258,2024-09-15T04:19:51Z,0,Bang dyreeenn,True
390,@andirahmat6161,2024-09-15T04:08:24Z,0,Gak bisa move on dari game ini. Epic comeback,True
391,@bingungmaungapain955,2024-09-15T04:03:42Z,0,"Gatotnya kurang fungsi sih di draft ini, nt onic",True
392,@otoonno8802,2024-09-15T04:03:31Z,1,The king sutsujin,True
393,@hidupadalahperjuangan3453,2024-09-15T03:59:38Z,2,Gila.. Serunya kayak final.. Gg Onic Gg RRQ,True
394,@AsepUchiha-p2w,2024-09-15T03:57:56Z,0,"-mid ngkk sihh wkwkw 
Rrq abooyyngkk siih",True
395,@peyokvlog,2024-09-15T03:54:57Z,0,"Onic kalah krn kairi yg main, coba kalo albert yg maen ya kalah jg 😂😂",True
396,@rokhimmuhammad9842,2024-09-15T03:54:11Z,0,"cw make Hero mage di gold kureng cuyy, liat aja di M series malah dia yang ngebebanin tim😂",True
397,@AsepUchiha-p2w,2024-09-15T03:52:21Z,0,"Ini yang di tunggu """,True
398,@MuhammadApril-m6u,2024-09-15T03:52:00Z,0,Itu renz sama idok pasti menang coklat wkwkwkwkkw,True
399,@AsepUchiha-p2w,2024-09-15T03:50:46Z,0,"Mengulang masa"" primenya  rrq dan onic",True
400,@AnugrahRamadhan-y5n,2024-09-15T03:49:41Z,0,ah lebay nian caro ngomong kb,True
401,@Rrq_livyy,2024-09-15T03:46:41Z,0,menyala rrq 🤍🔥,True
402,@twentyeight28282,2024-09-15T03:44:21Z,0,Skylar->CW,True
403,@Dfinaxy,2024-09-15T03:40:03Z,0,game terseru yang pernah saya lihat,True
404,@miracle13441,2024-09-15T03:38:29Z,0,masih bingung sama yg bilang CW gold Lane jago.,True
405,@cakrawoks2158,2024-09-15T03:38:27Z,0,RRQ kingdom said : Kami tak butuh Albert lagi,True
406,@usikusikasik2704,2024-09-15T03:38:09Z,1,"Jangan pernah lupa kata kiboy ""kalau kalah gak ada alasan ! "" 🎉🎉😂😂😂",True
407,@rachanel1052,2024-09-15T03:36:27Z,0,Kairi sekarang ga ada apa apanya fix sesion depan ga ada dia di indo,True
408,@addedtime90,2024-09-15T03:35:50Z,0,Era PH sudah berakhir,True
409,@flka9856,2024-09-15T03:30:31Z,0,"di game 1 ini onic lepas ling karena mereka liat ling ujin di game sebelumnya rada oleng, tapi tanpa mereka sadari di live skylar sutsujin spam ling wkwk",True
410,@MisterAbon,2024-09-15T03:28:03Z,0,20:41 anjayyy,True
411,@KALAHMURTAD,2024-09-15T03:26:29Z,0,"awowaoawok udah ada kairi tetep kalah , kairi esport seblak",True
412,@luculucu5566,2024-09-15T03:26:15Z,0,Mainkan albert kami😂😂😂,True
413,@andikasinatra6494,2024-09-15T03:24:27Z,0,terbukti sama aja ada kairi sma gaada kairi🗿,True
414,@steamgaming543,2024-09-15T03:23:16Z,0,kelazzzz,True
415,@syawalmatondang8670,2024-09-15T03:20:45Z,0,Bilang sama khairi belajar dlu lebih giat biar bisa counter KING SKAYLAR 😂😂,True
416,@wadukslotters6710,2024-09-15T03:20:21Z,0,Hidup Evos 😂,True
417,@MaskCoolinn,2024-09-15T03:18:59Z,0,Mana kairi mana jn sombong dulu lu,True
418,@Telur7,2024-09-15T03:17:06Z,0,20:51 edyaaan!!! 🤯,True
419,@DevitaH-i4h,2024-09-15T03:16:44Z,0,Onic ada kairi aja masih kalah,True
420,@IrmanAlmunawar,2024-09-15T03:14:20Z,0,Onic sekelas geex fam,True
421,@onlyyii,2024-09-15T03:12:10Z,0,gila smsudin,True
422,@CahyoWidaya-r9n,2024-09-15T03:11:48Z,0,Gua leleu dukung rrq onik kairi belunder mampus onekk,True
423,@yuheftobemadwb9645,2024-09-15T03:09:50Z,0,kek nonton bola,True
424,@lukmanhakiem761,2024-09-15T03:09:41Z,0,Skaylar no counter wkwk,True
425,@Yusuffuuu,2024-09-15T03:05:24Z,1,"Rrq vs onic jauh lebih seru daripada rrq vs evos.
Pdhal RRQ&EVOS itu rival (katanya)",True
426,@mugiwaranoluffy5415,2024-09-15T02:59:35Z,0,MERINDING UJINNNNN🔥🔥🔥🔥🔥🔥,True
427,@mine5479,2024-09-15T02:59:06Z,0,"Mrk yg main, gw yg dek2an bjir",True
428,@SamsulHadi-eq2qe,2024-09-15T02:55:46Z,0,Sonic kiboy mana nih alesan nya udah disiepin gak🤣🤣🤣🤣,True
429,@MochaliAli-xx9hl,2024-09-15T02:53:13Z,0,Mana. Nihh yang kemarin ngomong kalo ada kairi pasti menang.....🤣🤣🤣🤣,True
430,@bibsyfii,2024-09-15T02:50:40Z,0,Udah ga era onic lgi,True
431,@AhmadYani-tl8qp,2024-09-15T02:48:33Z,3,Licin bangett Sutsujin 😭,True
432,@AlbinGen,2024-09-15T02:45:20Z,0,Hehe kairi ini leg 2 .leg brapa lagi. Tunggu Albert lagi bls hehe,True
433,@krisnasaputraa,2024-09-15T02:45:11Z,0,absolute cinema 🖐️🙂🤚,True
434,@rezaduluki8594,2024-09-15T02:35:45Z,0,match yang sangatt menyalaaa🔥🔥🔥,True
435,@ranggahaise-115cc3,2024-09-15T02:35:26Z,0,"Sutsujjn make baju biru ke masih di tetangga sebalah 😅, kelas anjir sutsujin",True
436,@ZainalArifin-en9qu,2024-09-15T02:31:20Z,0,gg,True
437,@malamsamsung3817,2024-09-15T02:31:11Z,1,Mana nih yang katanya mau balas dendam?,True
438,@HafidzanAbimanyu,2024-09-15T02:30:46Z,0,Game ter gelo season ini,True
439,@aprillaalvi5562,2024-09-15T02:29:23Z,0,"Biar kalo kita kalahin,  ga ada alasan😢😢",True
440,@aryabudimulu9879,2024-09-15T02:24:26Z,0,SEBLAK MAU ALASAN APALAGI?,True
441,@WilldanFebriano,2024-09-15T02:21:34Z,0,Ingat ya penyefong kairul yg kemaren nyalahin albert doang..skrang 2-0 lagi wkwk...,True
442,@rendinavis1142,2024-09-15T02:19:15Z,0,The real raja masak landak,True
443,@mistermocelfishing,2024-09-15T02:19:09Z,0,GAME 1 NYA NGERI UII... DAH KAYA FINAL. PAS GAME 2 😅😅,True
444,@cipit10,2024-09-15T02:12:18Z,0,Kairul : tnggu aja lag 2,True
445,@agamfebriyanu2070,2024-09-15T02:12:05Z,0,"siapapun yang menang, mereka tetep juara dgn kasih gameplay indah",True
446,@DiditPrasetyo-pk9or,2024-09-15T02:07:58Z,0,Apotek tutup.. Gak ada obat😅,True
447,@fieofficial3396,2024-09-15T02:03:41Z,0,"Seru bgt sih beda onic vcs rrq sama"" jago",True
448,@nanoaji210,2024-09-15T02:02:29Z,0,Sanzzz kebanyakan mabar berbayar 🤣🤣🤣🤣,True
449,@heysob9534,2024-09-15T02:02:16Z,0,"season ini kayak nya punya RRQ sihh.
salam dari Evos fams",True
450,@MuhammadSeptian-tg9vc,2024-09-15T02:01:42Z,1,Titik terendah player pake ulti buat kabur:v,True
451,@deniiswan6972,2024-09-15T01:59:03Z,0,Rezz beban banget malah recal² kbnyakan gaya wkwk,True
452,@defhanvr6915,2024-09-15T01:58:02Z,0,Maniac dari tim yang kalah😅😅,True
453,@musikpopuler6430,2024-09-15T01:57:54Z,0,sanz sih season skrg kurang PD,True
454,@reyvan1081,2024-09-15T01:55:58Z,1,tetep dukung onic meski bkn eranya  😊,True
455,@ilhamismail5619,2024-09-15T01:52:16Z,0,Berasa grandfinal 🗿,True
456,@DikiDarmawan-n9g,2024-09-15T01:50:23Z,0,Kaya kecewa liat permainan cw..,True
457,@AsepSugirman,2024-09-15T01:48:20Z,0,Chou nya oleng...,True
458,@hookaddict8586,2024-09-15T01:48:03Z,2,chou bowo ini mah fiks,True
459,@terapidepresi6471,2024-09-15T01:47:51Z,0,Gg asli Samsudin nya,True
460,@robimustakim8574,2024-09-15T01:47:24Z,0,sutsuing 😂,True
461,@EkidwisS,2024-09-15T01:46:24Z,0,Onic sekarang kalo lawan rrq dulu pas ada xinn gmna yah mungkin bisa ko😂,True
462,@adityadwicahya1176,2024-09-15T01:46:02Z,0,Keren pertarungan berkelas,True
463,@EkidwisS,2024-09-15T01:44:38Z,0,Kelas rrq,True
464,@erizalwibisono8137,2024-09-15T01:43:06Z,0,terpantau beberapa lawakan kiboy 😂,True
465,@pasukan2msby,2024-09-15T01:42:14Z,0,Acil kok gak ada suaranya yaa kalau dihajar rrq wkwk,True
466,@mbahunyil-kk3zi,2024-09-15T01:41:17Z,0,Onic hanya percobaan,True
467,@mustofakamal2192,2024-09-15T01:41:09Z,0,RRQ M6 kah ini?,True
468,@sodiqinsodiqin8321,2024-09-15T01:39:24Z,0,kami emang gak maniac cukup duble kill tapi kami tahu caranya bagaimana menyelesaikan permainan buat menang kelazz,True
469,@RudiRi-pz6ej,2024-09-15T01:39:18Z,0,Sumpah baru kaki ini mpl bikin gua wow,True
470,@cumengcumeng-t7l,2024-09-15T01:39:11Z,0,gw yakin abis ini rezz ga bakal di maenin wkwk.. pas pake cow gaje mikro makronya msh gatau jobdesk fliker beberpa kali kebuang cuma buat kabur hhh,True
471,@putra_official9239,2024-09-15T01:38:35Z,0,SUTSUJIN MEMBUKTIKAN KUALITAS NYA BROK 😊,True
472,@dandineon490,2024-09-15T01:32:08Z,0,mahal,True
473,@captainbunny4861,2024-09-15T01:31:06Z,0,"padahal onic dah menang early loh, tapi apa daya yang dilawan itu RRQ",True
474,@rasOrLLbz,2024-09-15T01:31:03Z,0,Ini RRQ yg paten barbar....,True
475,@Royadwinata,2024-09-15T01:30:29Z,0,Onic udh abis masanya de,True
476,@muhammadhaerulnajibh.2965,2024-09-15T01:28:49Z,0,Ketinggalan aqu bg gara-gara tertidur jd tidak smpat lihat Onic main bg,True
477,@dmnyou5776,2024-09-15T01:27:30Z,3,Albert full senyum 😂😂,True
478,@JefriMpw-om4qo,2024-09-15T01:25:16Z,0,Lagi nungguin yg blg CW lebih baik dari skaylarr wkwk,True
479,@dickyputraa1631,2024-09-15T01:22:40Z,0,Aww gg RRQ😝🧡,True
480,@Wilson-oi3zh,2024-09-15T01:21:25Z,0,Sutsujin padahal telat beli rose gold,True
481,@af_6671,2024-09-15T01:21:19Z,0,Kairi pengen savage kayak sutsujin,True
482,@DanjoSekai-cw6vn,2024-09-15T01:20:17Z,0,nice rrq,True
483,@reangg9703,2024-09-15T01:17:26Z,0,Era kairi is over. Keciduk mulu di lord sm ke shutdown di momen penting. Terlalu ofside kairi. Skrg harusnya fokus ke albert yang onfire.,True
484,@chikozulqo4790,2024-09-15T01:17:04Z,0,Tutor roger ada di sutsujin ya mas kairi  😂😂,True
485,@widia.s1239,2024-09-15T01:15:48Z,0,Harrit skylar GG parahh🔥🔥,True
486,@twizzy5669,2024-09-15T01:15:43Z,0,skylar itu emang jago.soalnya 4 individunya gendong2 tadi dia lebih gendong lg.beda dgn cw wkwk ya wajar kalo dia best gold mpl id,True
487,@AmyNur-j1x,2024-09-15T01:13:37Z,0,Ini yang main Albert apa kairi ? Ga ngaruh tuhhh🔥🔥🔥,True
488,@indragunawan4603,2024-09-15T01:10:35Z,0,"Ini baru match MPL. Keren abis 2 tim ini

RRQ win
GG ONIC. 
Respect🤘",True
489,@natasukma4501,2024-09-15T01:08:36Z,0,"sutsujin², sedang kan pandangan gw selalu lihat Skylar:""",True
490,@dickyachmadsetiawan7652,2024-09-15T01:08:29Z,0,Match paling seru paling jual beli serangan sepanjang sejarah MPL ID,True
491,@faishalhanin353,2024-09-15T01:07:07Z,0,"Sutsujin habis game: ""gilak pegel banget main ling lompat² swgitu lama""",True
492,@mumu4420,2024-09-15T01:02:43Z,0,Onic mines exp,True
493,@fahrihendrianahermawan4193,2024-09-15T01:01:04Z,0,merinding Permainan Sutsujin🔥,True
